[2025-10-19 08:02:25:718] [8:02:25] 正在启动游戏客户端控制器...
[2025-10-19 08:02:25:723] [8:02:25] 游戏控制台启动完成...

[2025-10-19 08:02:37:726] [8:02:37] 正在启动数据库服务器...
[2025-10-19 08:02:39:799] [8:02:39] 数据库服务器启动完成...

[2025-10-19 08:02:40:346] [8:02:40] 正在启动游戏主程序...

[2025-10-19 08:02:49:887] [8:02:49] 游戏主程序启动完成...

[2025-10-19 08:02:50:213] [8:02:50] 正在启动游戏网关[7001]...
[2025-10-19 08:02:50:217] [8:02:50] 游戏网关启动完成[7001]...
[2025-10-19 08:02:50:534] [8:02:50] 正在启动登录网关[7000]...

[2025-10-19 09:23:30:612] [9:23:30] 正在启动游戏客户端控制器...
[2025-10-19 09:23:30:614] [9:23:30] 游戏控制台启动完成...

[2025-10-19 09:23:36:199] [9:23:36] 正在启动数据库服务器...
[2025-10-19 09:23:38:277] [9:23:38] 数据库服务器启动完成...
[2025-10-19 09:23:39:256] [9:23:39] 正在启动游戏主程序...

[2025-10-19 09:23:48:340] [9:23:48] 游戏主程序启动完成...
[2025-10-19 09:23:48:772] [9:23:48] 正在启动游戏网关[7001]...
[2025-10-19 09:23:48:779] [9:23:48] 游戏网关启动完成[7001]...
[2025-10-19 09:23:49:096] [9:23:49] 正在启动登录网关[7000]...

[2025-10-19 11:10:28:131] [11:10:28] 游戏引擎服务器心跳中断，已被重新启动...
[2025-10-19 11:10:28:971] [11:10:28] RunGate(657776, 7001) Connect Fail
[2025-10-21 23:14:59:361] [23:14:59] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:01:432] [23:15:01] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:03:423] [23:15:03] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:05:388] [23:15:05] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:07:457] [23:15:07] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:09:433] [23:15:09] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:11:505] [23:15:11] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:13:483] [23:15:13] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:15:567] [23:15:15] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:17:526] [23:15:17] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:19:488] [23:15:19] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:21:567] [23:15:21] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:23:540] [23:15:23] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:25:625] [23:15:25] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:27:584] [23:15:27] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:29:663] [23:15:29] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:31:633] [23:15:31] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:33:606] [23:15:33] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:35:689] [23:15:35] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:37:657] [23:15:37] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:39:732] [23:15:39] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:41:694] [23:15:41] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:43:781] [23:15:43] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:45:738] [23:15:45] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:47:717] [23:15:47] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:49:800] [23:15:49] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:51:759] [23:15:51] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:53:833] [23:15:53] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:15:55:805] [23:15:55] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:57:890] [23:15:57] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:15:59:852] [23:15:59] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:01:822] [23:16:01] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:03:904] [23:16:03] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:05:866] [23:16:05] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:07:943] [23:16:07] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:09:917] [23:16:09] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:12:000] [23:16:11] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:13:965] [23:16:13] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:15:926] [23:16:15] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:18:009] [23:16:17] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:19:986] [23:16:19] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:22:052] [23:16:21] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:24:030] [23:16:23] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:26:101] [23:16:26] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:28:093] [23:16:28] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:30:054] [23:16:30] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:32:130] [23:16:32] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:34:097] [23:16:34] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:36:087] [23:16:36] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:38:173] [23:16:38] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:40:129] [23:16:40] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:42:219] [23:16:42] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:44:181] [23:16:44] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:46:163] [23:16:46] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:48:246] [23:16:48] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:50:220] [23:16:50] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:52:289] [23:16:52] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:54:267] [23:16:54] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:16:56:337] [23:16:56] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:16:58:301] [23:16:58] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:00:272] [23:17:00] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:02:354] [23:17:02] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:04:325] [23:17:04] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:06:422] [23:17:06] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:08:384] [23:17:08] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:10:351] [23:17:10] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:12:435] [23:17:12] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:14:400] [23:17:14] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:16:487] [23:17:16] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:18:465] [23:17:18] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:20:438] [23:17:20] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:22:508] [23:17:22] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:24:479] [23:17:24] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:26:551] [23:17:26] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:28:521] [23:17:28] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:30:597] [23:17:30] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:32:573] [23:17:32] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:34:645] [23:17:34] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:36:621] [23:17:36] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:38:583] [23:17:38] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:40:667] [23:17:40] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:42:639] [23:17:42] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:44:724] [23:17:44] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:46:697] [23:17:46] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:48:672] [23:17:48] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:50:753] [23:17:50] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:52:733] [23:17:52] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:54:801] [23:17:54] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:17:56:776] [23:17:56] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:17:58:744] [23:17:58] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:00:823] [23:18:00] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:02:794] [23:18:02] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:04:873] [23:18:04] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:06:840] [23:18:06] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:08:910] [23:18:08] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:10:888] [23:18:10] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:12:847] [23:18:12] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:14:946] [23:18:14] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:16:910] [23:18:16] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:19:002] [23:18:18] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:20:960] [23:18:20] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:22:930] [23:18:22] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:25:035] [23:18:24] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:27:013] [23:18:26] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:28:974] [23:18:28] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:31:078] [23:18:30] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:33:036] [23:18:33] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:35:122] [23:18:35] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:37:083] [23:18:37] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:39:075] [23:18:39] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:41:146] [23:18:41] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:43:121] [23:18:43] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:45:204] [23:18:45] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:47:167] [23:18:47] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:49:132] [23:18:49] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:51:213] [23:18:51] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:53:180] [23:18:53] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:18:55:255] [23:18:55] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:57:223] [23:18:57] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:18:59:307] [23:18:59] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:01:282] [23:19:01] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:03:243] [23:19:03] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:05:326] [23:19:05] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:07:287] [23:19:07] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:09:385] [23:19:09] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:11:379] [23:19:11] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:13:334] [23:19:13] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:15:421] [23:19:15] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:17:394] [23:19:17] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:19:462] [23:19:19] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:21:437] [23:19:21] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:23:504] [23:19:23] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:25:482] [23:19:25] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:27:445] [23:19:27] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:29:546] [23:19:29] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:31:508] [23:19:31] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:33:592] [23:19:33] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:35:562] [23:19:35] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:37:523] [23:19:37] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:39:610] [23:19:39] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:41:573] [23:19:41] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:43:646] [23:19:43] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:45:620] [23:19:45] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:47:696] [23:19:47] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:49:663] [23:19:49] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:51:655] [23:19:51] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:53:728] [23:19:53] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:19:55:693] [23:19:55] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:57:777] [23:19:57] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:19:59:740] [23:19:59] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:01:717] [23:20:01] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:03:796] [23:20:03] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:05:752] [23:20:05] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:07:834] [23:20:07] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:09:803] [23:20:09] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:11:797] [23:20:11] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:13:866] [23:20:13] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:15:852] [23:20:15] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:17:924] [23:20:17] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:19:905] [23:20:19] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:21:868] [23:20:21] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:23:941] [23:20:23] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:25:909] [23:20:25] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:27:991] [23:20:27] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:29:957] [23:20:29] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:32:042] [23:20:31] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:34:003] [23:20:33] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:35:971] [23:20:35] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:38:059] [23:20:37] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:40:021] [23:20:40] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:42:123] [23:20:42] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:44:093] [23:20:44] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:46:058] [23:20:46] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:48:143] [23:20:48] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:50:098] [23:20:50] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:52:207] [23:20:52] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:54:166] [23:20:54] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:20:56:136] [23:20:56] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:20:58:208] [23:20:58] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:00:199] [23:21:00] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:02:282] [23:21:02] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:04:243] [23:21:04] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:06:216] [23:21:06] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:08:298] [23:21:08] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:10:258] [23:21:10] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:12:333] [23:21:12] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:14:324] [23:21:14] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:16:296] [23:21:16] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:18:375] [23:21:18] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:20:345] [23:21:20] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:22:415] [23:21:22] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:24:379] [23:21:24] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:26:374] [23:21:26] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:28:442] [23:21:28] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:30:422] [23:21:30] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:32:487] [23:21:32] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:34:464] [23:21:34] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:36:536] [23:21:36] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:38:507] [23:21:38] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:40:478] [23:21:40] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:42:565] [23:21:42] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:44:525] [23:21:44] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:46:598] [23:21:46] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:48:578] [23:21:48] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:50:643] [23:21:50] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:52:642] [23:21:52] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:54:622] [23:21:54] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:21:56:694] [23:21:56] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:21:58:664] [23:21:58] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:00:659] [23:22:00] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:02:724] [23:22:02] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:04:696] [23:22:04] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:06:781] [23:22:06] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:08:740] [23:22:08] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:10:724] [23:22:10] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:12:788] [23:22:12] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:14:756] [23:22:14] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:16:839] [23:22:16] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:18:828] [23:22:18] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:20:792] [23:22:20] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:22:868] [23:22:22] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:24:843] [23:22:24] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:26:913] [23:22:26] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:28:878] [23:22:28] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:30:961] [23:22:30] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:32:938] [23:22:32] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:34:899] [23:22:34] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:36:971] [23:22:36] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:38:946] [23:22:38] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:41:043] [23:22:40] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:43:017] [23:22:42] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:44:993] [23:22:44] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:47:072] [23:22:46] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:49:042] [23:22:49] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:51:113] [23:22:51] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:53:091] [23:22:53] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:22:55:052] [23:22:55] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:57:135] [23:22:57] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:22:59:097] [23:22:59] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:01:184] [23:23:01] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:03:143] [23:23:03] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:05:230] [23:23:05] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:07:205] [23:23:07] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:09:176] [23:23:09] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:11:252] [23:23:11] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:13:229] [23:23:13] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:15:306] [23:23:15] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:17:269] [23:23:17] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:19:245] [23:23:19] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:21:316] [23:23:21] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:23:295] [23:23:23] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:25:365] [23:23:25] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:27:332] [23:23:27] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:29:418] [23:23:29] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:31:410] [23:23:31] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:33:378] [23:23:33] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:35:464] [23:23:35] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:37:437] [23:23:37] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:39:400] [23:23:39] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:41:475] [23:23:41] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:43:440] [23:23:43] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:45:523] [23:23:45] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:47:497] [23:23:47] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:49:572] [23:23:49] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:51:534] [23:23:51] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:53:513] [23:23:53] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:23:55:583] [23:23:55] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:57:560] [23:23:57] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:23:59:628] [23:23:59] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:01:599] [23:24:01] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:03:686] [23:24:03] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:05:649] [23:24:05] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:07:627] [23:24:07] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:09:696] [23:24:09] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:11:672] [23:24:11] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:13:743] [23:24:13] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:15:707] [23:24:15] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:17:790] [23:24:17] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:19:754] [23:24:19] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:21:730] [23:24:21] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:23:801] [23:24:23] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:25:768] [23:24:25] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:27:850] [23:24:27] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:29:827] [23:24:29] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:31:893] [23:24:31] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:33:872] [23:24:33] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:35:844] [23:24:35] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:37:935] [23:24:37] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:39:909] [23:24:39] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:41:972] [23:24:41] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:43:945] [23:24:43] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:45:912] [23:24:45] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:47:999] [23:24:47] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:49:960] [23:24:49] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:52:046] [23:24:51] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:54:003] [23:24:53] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:24:56:088] [23:24:55] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:24:58:064] [23:24:58] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:25:00:028] [23:25:00] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:25:02:106] [23:25:02] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:25:04:069] [23:25:04] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:25:06:146] [23:25:06] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:25:08:138] [23:25:08] RunGate(3674264, 7001) Connect Fail

[2025-10-21 23:25:10:097] [23:25:10] RunGate(3674264, 7001) Connect Fail
[2025-10-21 23:25:12:176] [23:25:12] RunGate(3674264, 7001) Connect Fail
